"from","to","capacity","length","ftime","B","power","speed","toll","type"
"10383",7501,405,0.43,1.032,0.15,4,22,0,1
"10383",7595,1440,0.5,1.2,0.15,4,24,0,1
"10383",7638,1440,0.5,0.75,0.15,4,36,0,1
"10383",10378,1400,0.5,0.75,0.15,4,36,0,1
"10384",148,1e+05,0.51,0,0.15,4,25,0,3
"10384",7595,1440,0.5,1.2,0.15,4,24,0,1
"10384",7596,405,0.51,1.224,0.15,4,25,0,1
"10384",7598,1440,0.5,1.2,0.15,4,24,0,1
"10384",7641,405,0.49,1.47,0.15,4,18,0,1
"10385",149,1e+05,0.51,0,0.15,4,25,0,3
"10385",7598,1440,0.49,0.98,0.15,4,28,0,1
"10385",7641,2820,0.5,1,0.15,4,28,0,1
"10385",7642,1440,0.5,1,0.15,4,28,0,1
"10385",7643,3240,0.37,0.74,0.15,4,28,0,1
"10386",150,1e+05,0.5,0,0.15,4,25,0,3
"10386",5211,1620,0.25,0.6,0.15,4,24,0,1
"10386",7603,1235,0.52,1.04,0.15,4,28,0,1
"10386",7604,1580,0.25,0.5,0.15,4,28,0,1
"10386",7606,1440,0.5,1.2,0.15,4,24,0,1
"10386",7650,630,0.48,0.96,0.15,4,28,0,1
"10387",151,1e+05,0.56,0,0.15,4,25,0,3
"10387",7606,1440,0.13,0.312,0.15,4,24,0,1
"10387",7607,2160,0.52,1.04,0.15,4,28,0,1
"10387",7609,1980,0.37,0.888,0.15,4,24,0,1
"10388",152,1e+05,0.5,0,0.15,4,25,0,3
"10388",6190,396,0.5,1.2,0.15,4,25,0,1
"10388",7638,1400,0.5,0.75,0.15,4,36,0,1
"10388",7640,1360,0.5,1,0.15,4,28,0,1
"10388",7681,1400,0.5,0.75,0.15,4,36,0,1
"10389",153,1e+05,0.5,0,0.15,4,25,0,3
"10389",2092,1880,0.25,0.5,0.15,4,28,0,1
"10389",7641,405,0.5,1.2,0.15,4,25,0,1
"10389",7642,1360,0.5,1,0.15,4,28,0,1
"10389",7684,405,0.5,1.2,0.15,4,25,0,1
"10390",154,1e+05,0.5,0,0.15,4,25,0,3
"10390",7624,1880,0.31,0.62,0.15,4,28,0,1
"10390",7642,1360,0.37,0.74,0.15,4,28,0,1
"10390",7643,450,0.5,1.2,0.15,4,25,0,1
"10390",7687,450,0.5,1.2,0.15,4,25,0,1
"10391",155,1e+05,0.5,0,0.15,4,25,0,3
"10391",5209,1540,0.24,0.48,0.15,4,28,0,1
"10391",7650,1235,0.5,1,0.15,4,28,0,1
"10391",7653,1843,0.11,0.22,0.15,4,28,0,1
"10392",156,1e+05,0.51,0,0.15,4,25,0,3
"10392",6738,396,0.49,1.176,0.15,4,25,0,1
"10392",6740,711,0.51,1.224,0.15,4,25,0,1
"10392",7658,711,0.24,0.576,0.15,4,25,0,1
"10392",7659,396,0.31,0.744,0.15,4,25,0,1
"10393",157,1e+05,0.37,0,0.15,4,25,0,3
"10393",5475,540,0.12,0.288,0.15,4,25,0,1
"10393",6741,2060,0.12,0.18,0.15,4,36,0,1
"10393",7661,711,0.18,0.432,0.15,4,22,0,1
"10394",158,1e+05,0.5,0,0.15,4,25,0,3
"10394",6188,450,0.5,1.2,0.15,4,25,0,1
"10394",7681,1400,0.5,0.75,0.15,4,36,0,1
"10394",7683,450,0.5,1.2,0.15,4,25,0,1
"10394",7721,1920,0.5,0.75,0.15,4,36,0,1
"10395",159,1e+05,0.5,0,0.15,4,25,0,3
"10395",2222,810,0.25,0.6,0.15,4,25,0,1
"10395",7684,1440,0.5,1,0.15,4,28,0,1
"10395",7686,450,0.5,1.2,0.15,4,25,0,1
"10395",7728,1980,0.5,1,0.15,4,28,0,1
"10396",160,1e+05,0.5,0,0.15,4,25,0,3
"10396",7686,450,0.37,0.888,0.15,4,25,0,1
"10396",7687,450,0.5,1.2,0.15,4,25,0,1
"10396",7689,1360,0.38,0.76,0.15,4,28,0,1
"10396",7740,810,0.5,1.2,0.15,4,25,0,1
"10397",161,1e+05,0.5,0,0.15,4,25,0,3
"10397",7695,1360,0.13,0.26,0.15,4,28,0,1
"10397",7697,450,0.5,1.2,0.15,4,25,0,1
"10397",7698,396,0.37,0.888,0.15,4,25,0,1
"10398",162,1e+05,0.5,0,0.15,4,25,0,3
"10398",7697,450,0.52,1.248,0.15,4,25,0,1
"10398",7699,711,0.38,0.912,0.15,4,22,0,1
"10398",7700,711,0.11,0.264,0.15,4,22,0,1
"10398",7703,450,0.5,1.2,0.15,4,25,0,1
"10399",163,1e+05,0.47,0,0.15,4,25,0,3
"10399",7705,396,0.5,1.2,0.15,4,25,0,1
"10399",7710,1400,0.14,0.28,0.15,4,28,0,1
"10399",7711,396,0.5,1.2,0.15,4,25,0,1
"10399",7773,1440,0.51,1.02,0.15,4,28,0,1
"10400",164,1e+05,0.5,0,0.15,4,25,0,3
"10400",6727,1580,0.25,0.375,0.15,4,36,0,1
"10400",7727,405,0.5,1.2,0.15,4,25,0,1
"10400",7803,1400,0.37,0.555,0.15,4,36,0,1
"10401",165,1e+05,0.5,0,0.15,4,25,0,3
"10401",2277,729,0.25,0.6,0.15,4,25,0,1
"10401",6730,405,0.5,1.2,0.15,4,25,0,1
"10401",7728,1980,0.37,0.74,0.15,4,28,0,1
"10401",7730,1440,0.23,0.46,0.15,4,28,0,1
"10402",166,1e+05,0.5,0,0.15,4,25,0,3
"10402",6731,405,0.13,0.312,0.15,4,25,0,1
"10402",7739,1440,0.62,1.24,0.15,4,28,0,1
"10402",7769,1620,0.3,0.6,0.15,4,28,0,1
"10402",7822,405,0.45,1.08,0.15,4,25,0,1
"10403",167,1e+05,0.5,0,0.15,4,25,0,3
"10403",5204,396,0.51,1.224,0.15,4,25,0,1
"10403",6733,396,0.5,1.2,0.15,4,25,0,1
"10403",7755,891,0.5,0.857,0.15,4,33,0,1
"10403",7758,648,0.12,0.206,0.15,4,33,0,1
"10404",168,1e+05,0.51,0,0.15,4,25,0,3
"10404",6733,396,0.49,1.176,0.15,4,25,0,1
"10404",6735,396,0.49,1.176,0.15,4,25,0,1
"10404",7762,2160,0.19,0.38,0.15,4,28,0,1
"10404",8195,2970,0.37,0.74,0.15,4,28,0,1
"10404",9647,540,0.5,1.2,0.15,4,25,0,1
"10405",169,1e+05,0.5,0,0.15,4,25,0,3
"10405",5880,450,0.6,1.44,0.15,4,25,0,1
"10405",6736,1980,0.12,0.24,0.15,4,28,0,1
"10405",7775,450,0.5,1.2,0.15,4,25,0,1
"10405",7842,1980,0.37,0.74,0.15,4,28,0,1
"10406",170,1e+05,0.5,0,0.15,4,25,0,3
"10406",7797,450,0.5,1.2,0.15,4,25,0,1
"10406",7803,648,0.5,0.857,0.15,4,33,0,1
"10406",7804,729,0.5,0.857,0.15,4,33,0,1
"10406",7807,450,0.5,1.2,0.15,4,25,0,1
"10407",171,1e+05,0.5,0,0.15,4,25,0,3
"10407",2341,810,0.25,0.6,0.15,4,25,0,1
"10407",7810,1440,0.49,0.98,0.15,4,28,0,1
"10407",7814,405,0.51,1.224,0.15,4,25,0,1
"10407",7820,450,0.5,1.2,0.15,4,25,0,1
"10408",172,1e+05,0.49,0,0.15,4,25,0,3
"10408",7820,450,0.31,0.744,0.15,4,25,0,1
"10408",7823,405,0.25,0.6,0.15,4,25,0,1
"10408",12226,405,0.37,0.888,0.15,4,25,0,1
"10409",173,1e+05,0.51,0,0.15,4,25,0,3
"10409",7827,405,0.5,1.2,0.15,4,25,0,1
"10409",7831,1400,0.48,0.72,0.15,4,36,0,1
"10409",7832,648,0.53,0.909,0.15,4,33,0,1
"10409",7834,396,0.5,1.2,0.15,4,25,0,1
"10410",174,1e+05,0.5,0,0.15,4,25,0,3
"10410",2579,2160,0.75,1.125,0.15,4,36,0,1
"10410",7832,1440,0.5,0.857,0.15,4,32,0,1
"10410",7834,1440,0.49,0.98,0.15,4,28,0,1
"10410",10416,1440,0.98,1.47,0.15,4,38,0,1
"10411",175,1e+05,0.5,0,0.15,4,25,0,3
"10411",7669,396,0.5,1.2,0.15,4,25,0,1
"10411",7837,2160,0.72,1.44,0.15,4,28,0,1
"10411",7839,1800,0.19,0.38,0.15,4,28,0,1
"10411",7842,1980,0.5,1,0.15,4,28,0,1
"10411",7847,729,0.47,1.128,0.15,4,25,0,1
"10411",7850,2160,0.73,1.46,0.15,4,28,0,1
"10412",176,1e+05,0.51,0,0.15,4,25,0,3
"10412",10664,2793.600098,0.52,1.04,0.15,4,28,0,1
"10412",12688,2970,0.5,1,0.15,4,28,0,1
"10412",12691,1368,0.51,1.02,0.15,4,28,0,1
"10412",12694,1957,0.68,1.36,0.15,4,28,0,1
"10413",177,1e+05,0.5,0,0.15,4,25,0,3
"10413",7814,396,0.5,1.2,0.15,4,25,0,1
"10413",12693,369,0.5,1,0.15,4,28,0,1
"10413",12703,396,0.52,1.248,0.15,4,25,0,1
"10413",12707,657,0.27,0.54,0.15,4,28,0,1
"10414",178,1e+05,0.5,0,0.15,4,25,0,3
"10414",12225,1292,0.51,1.02,0.15,4,28,0,1
"10414",12705,1292,0.48,0.96,0.15,4,28,0,1
"10415",179,1e+05,0.51,0,0.15,4,25,0,3
"10415",2227,1463,0.35,0.7,0.15,4,28,0,1
"10415",7832,648,1,1.5,0.15,4,36,0,1
"10415",12712,1463,0.5,1,0.15,4,28,0,1
"10415",12715,864,1.01,1.515,0.15,4,36,0,1
"10416",180,1e+05,0.5,0,0.15,4,25,0,3
"10416",7498,3142.800049,0.63,1.26,0.15,4,28,0,1
"10416",7669,2095.199951,0.48,0.823,0.15,4,32,0,1
"10416",7845,648,0.51,0.874,0.15,4,33,0,1
"10416",10410,1440,0.98,1.47,0.15,4,38,0,1
"10417",181,1e+05,0.5,0,0.15,4,25,0,3
"10417",2589,864,0.77,1.54,0.15,4,27,0,1
"10417",7498,396,0.52,1.248,0.15,4,25,0,1
"10417",7845,630,0.63,1.26,0.15,4,27,0,1
"10417",10423,396,0.4,0.96,0.15,4,25,0,1
"10418",182,1e+05,0.5,0,0.15,4,25,0,3
"10418",5220,405,0.5,1.2,0.15,4,25,0,1
"10418",12688,450,0.68,1.632,0.15,4,25,0,1
"10418",12694,396,0.5,1.2,0.15,4,25,0,1
"10418",12697,711,0.52,1.248,0.15,4,25,0,1
"10419",183,1e+05,0.5,0,0.15,4,25,0,3
"10419",12701,729,0.1,0.24,0.15,4,25,0,1
"10419",12703,369,0.42,0.84,0.15,4,28,0,1
"10419",12704,405,0.43,1.032,0.15,4,25,0,1
"10420",184,1e+05,0.5,0,0.15,4,25,0,3
"10420",2275,810,0.99,1.98,0.15,4,27,0,1
"10420",5172,729,0.44,1.056,0.15,4,25,0,1
"10420",12700,405,0.37,0.888,0.15,4,25,0,1
"10421",185,1e+05,0.5,0,0.15,4,25,0,3
"10421",2440,900,0.49,0.98,0.15,4,28,0,1
"10421",6723,790,0.51,1.224,0.15,4,25,0,1
"10421",12714,729,0.17,0.408,0.15,4,25,0,1
"10421",12715,405,0.32,0.768,0.15,4,25,0,1
"10422",186,1e+05,0.5,0,0.15,4,25,0,3
"10422",2580,2160,0.42,0.72,0.15,4,32,0,1
"10422",12712,1620,0.08,0.16,0.15,4,28,0,1
"10422",12716,1440,1.02,1.53,0.15,4,38,0,1
"10423",187,1e+05,0.58,0,0.15,4,25,0,3
"10423",2266,1360,0.51,1.02,0.15,4,28,0,1
"10423",7496,711,0.63,1.512,0.15,4,25,0,1
"10423",10417,396,0.4,0.96,0.15,4,25,0,1
"10423",12720,1920,0.76,1.52,0.15,4,29,0,1
"10424",188,1e+05,0.5,0,0.15,4,25,0,3
"10424",10425,657,0.65,1.56,0.15,4,25,0,1
"10424",12697,711,0.54,1.296,0.15,4,25,0,1
"10424",12769,369,0.54,1.296,0.15,4,25,0,1
"10424",12777,396,0.52,1.248,0.15,4,25,0,1
"10425",189,1e+05,0.5,0,0.15,4,25,0,3
"10425",10424,657,0.65,1.56,0.15,4,25,0,1
"10425",12229,711,0.54,1.296,0.15,4,25,0,1
"10425",12698,405,0.54,1.296,0.15,4,25,0,1
"10425",12781,396,0.35,0.84,0.15,4,25,0,1
"10426",190,1e+05,0.5,0,0.15,4,25,0,3
"10426",5171,864,0.78,1.56,0.15,4,27,0,1
"10426",12700,1786,0.5,1,0.15,4,28,0,1
"10426",12781,396,0.5,1.2,0.15,4,25,0,1
"10426",12784,2040,0.49,0.98,0.15,4,28,0,1
"10427",191,1e+05,0.5,0,0.15,4,25,0,3
"10427",6723,711,0.39,0.936,0.15,4,25,0,1
"10427",10428,396,0.28,0.672,0.15,4,25,0,1
"10427",12715,864,0.51,0.874,0.15,4,33,0,1
"10427",12791,630,0.5,0.857,0.15,4,33,0,1
"10428",192,1e+05,0.57,0,0.15,4,25,0,3
"10428",10427,396,0.28,0.672,0.15,4,25,0,1
"10428",12716,1440,0.51,0.765,0.15,4,36,0,1
"10428",12792,1440,0.55,0.825,0.15,4,36,0,1
"10429",193,1e+05,0.58,0,0.15,4,25,0,3
"10429",10435,1800,1.16,1.989,0.15,4,34,0,1
"10429",12730,729,0.4,0.8,0.15,4,28,0,1
"10430",194,1e+05,0.5,0,0.15,4,25,0,3
"10430",5189,1540,0.23,0.46,0.15,4,28,0,1
"10430",12778,396,0.41,0.984,0.15,4,25,0,1
"10430",12866,396,0.56,1.344,0.15,4,25,0,1
"10431",195,1e+05,0.5,0,0.15,4,25,0,3
"10431",12783,940,0.5,0.75,0.15,4,37,0,1
"10431",12785,729,0.54,1.08,0.15,4,29,0,1
"10431",12787,648,0.5,1,0.15,4,29,0,1
"10432",196,1e+05,0.5,0,0.15,4,25,0,3
"10432",5165,468,0.5,1.2,0.15,4,25,0,1
"10432",5170,396,0.52,1.248,0.15,4,25,0,1
"10432",12787,648,0.78,1.56,0.15,4,29,0,1
"10432",12788,864,0.25,0.5,0.15,4,28,0,1
"10433",197,1e+05,0.57,0,0.15,4,25,0,3
"10433",2162,1720,0.42,0.84,0.15,4,28,0,1
"10433",12789,1540,0.1,0.2,0.15,4,28,0,1
"10433",12792,1440,0.51,0.765,0.15,4,36,0,1
"10434",198,1e+05,0.56,0,0.15,4,25,0,3
"10434",10440,770,0.11,0.264,0.15,4,25,0,1
"10435",199,1e+05,0.5,0,0.15,4,25,0,3
"10435",2583,1740,0.52,0.891,0.15,4,32,0,1
"10435",10429,1800,1.16,1.989,0.15,4,34,0,1
"10436",200,1e+05,0.5,0,0.15,4,25,0,3
"10436",12862,630,0.56,1.12,0.15,4,29,0,1
"10436",12865,990,0.45,0.9,0.15,4,28,0,1
"10436",12866,864,0.5,1,0.15,4,29,0,1
"10437",201,1e+05,0.51,0,0.15,4,25,0,3
"10437",5178,430,1,2,0.15,4,27,0,1
"10437",12868,2040,0.5,1,0.15,4,28,0,1
"10437",12871,770,1,2,0.15,4,27,0,1
"10437",12872,2040,0.5,1,0.15,4,28,0,1
"10438",202,1e+05,0.56,0,0.15,4,25,0,3
"10438",5164,1540,0.1,0.171,0.15,4,32,0,1
"10438",12871,711,0.5,1.2,0.15,4,22,0,1
"10438",12873,2060,0.75,1.286,0.15,4,32,0,1
"10439",203,1e+05,0.56,0,0.15,4,25,0,3
"10439",2320,1800,0.2,0.3,0.15,4,40,0,1
"10439",10445,1620,0.96,1.44,0.15,4,40,0,1
"10439",10446,1710,0.54,1.296,0.15,4,25,0,1
"10440",204,1e+05,0.5,0,0.15,4,25,0,3
"10440",10434,1710,0.11,0.264,0.15,4,25,0,1
"10440",10441,430,0.45,1.08,0.15,4,25,0,1
"10441",205,1e+05,0.5,0,0.15,4,25,0,3
"10441",2584,2160,0.24,0.36,0.15,4,40,0,1
"10441",10304,1400,1.04,1.248,0.15,4,47,0,1
"10441",10440,770,0.45,1.08,0.15,4,25,0,1
"10442",206,1e+05,0.5,0,0.15,4,25,0,3
"10442",2395,810,0.21,0.36,0.15,4,33,0,1
"10442",2574,945,0.85,1.7,0.15,4,27,0,1
"10442",12860,1580,0.84,1.008,0.15,4,47,0,1
"10443",207,1e+05,0.56,0,0.15,4,25,0,3
"10443",12856,972,1.09,2.18,0.15,4,27,0,1
"10443",12860,1540,0.45,0.9,0.15,4,28,0,1
"10443",12863,1360,0.28,0.48,0.15,4,32,0,1
"10443",12874,1360,1.04,2.08,0.15,4,27,0,1
"10444",208,1e+05,0.56,0,0.15,4,25,0,3
"10444",9217,972,0.62,1.24,0.15,4,29,0,1
"10444",12903,1580,0.08,0.192,0.15,4,24,0,1
"10444",12905,711,0.16,0.32,0.15,4,29,0,1
"10444",12906,1920,0.51,1.02,0.15,4,28,0,1
"10445",209,1e+05,0.5,0,0.15,4,25,0,3
"10445",5164,1580,0.41,0.703,0.15,4,32,0,1
"10445",10439,2160,0.96,1.44,0.15,4,40,0,1
"10445",12903,1580,0.92,2.208,0.15,4,25,0,1
"10446",210,1e+05,0.5,0,0.15,4,25,0,3
"10446",10439,430,0.54,1.296,0.15,4,25,0,1
"10447",211,1e+05,0.5,0,0.15,4,25,0,3
"10447",10453,1440,1.02,1.36,0.15,4,42,0,1
"10447",12920,1720,0.5,0.75,0.15,4,36,0,1
"10448",212,1e+05,0.56,0,0.15,4,25,0,3
"10448",2374,720,0.74,1.269,0.15,4,33,0,1
"10448",2395,810,0.65,1.114,0.15,4,33,0,1
"10448",12900,720,0.35,0.6,0.15,4,33,0,1
"10449",213,1e+05,0.56,0,0.15,4,25,0,3
"10449",2576,1580,0.53,0.909,0.15,4,32,0,1
"10449",12902,1360,0.5,0.857,0.15,4,32,0,1
"10450",214,1e+05,0.5,0,0.15,4,25,0,3
"10450",12906,450,0.25,0.6,0.15,4,25,0,1
"10451",215,1e+05,0.51,0,0.15,4,25,0,3
"10451",10452,1400,0.39,0.936,0.15,4,25,0,1
"10451",12908,729,0.13,0.312,0.15,4,25,0,1
"10451",12909,729,0.18,0.432,0.15,4,25,0,1
"10451",12915,729,0.51,1.02,0.15,4,29,0,1
"10452",216,1e+05,0.51,0,0.15,4,25,0,3
"10452",2756,1920,0.9,1.8,0.15,4,27,0,1
"10452",10451,1920,0.39,0.936,0.15,4,25,0,1
"10452",12912,900,0.53,0.909,0.15,4,33,0,1
"10452",12915,810,0.35,0.6,0.15,4,33,0,1
"10453",217,1e+05,0.5,0,0.15,4,25,0,3
"10453",1812,1440,0.51,0.765,0.15,4,38,0,1
"10453",2755,900,0.97,1.455,0.15,4,36,0,1
"10453",10447,1800,1.02,1.36,0.15,4,42,0,1
"10453",12928,810,1.05,1.8,0.15,4,32,0,1
"10454",218,1e+05,0.56,0,0.15,4,25,0,3
"10454",5093,1980,0.4,0.686,0.15,4,32,0,1
"10454",5099,2060,0.26,0.446,0.15,4,32,0,1
"10454",12900,1360,1.08,1.851,0.15,4,34,0,1
"10454",12958,1360,0.71,1.217,0.15,4,34,0,1
"10455",219,1e+05,0.5,0,0.15,4,25,0,3
"10455",5096,430,0.38,0.912,0.15,4,25,0,1
"10455",5101,510,0.18,0.432,0.15,4,25,0,1
"10455",12963,1880,0.25,0.429,0.15,4,32,0,1
"10455",12965,1540,0.06,0.103,0.15,4,32,0,1
"10456",220,1e+05,0.5,0,0.15,4,25,0,3
"10456",1793,1360,0.25,0.429,0.15,4,32,0,1
"10456",12966,1360,1,2,0.15,4,29,0,1
"10457",221,1e+05,0.5,0,0.15,4,25,0,3
"10457",1793,1360,0.5,0.857,0.15,4,32,0,1
"10457",1795,1580,0.5,1,0.15,4,28,0,1
"10457",1796,1540,0.49,0.84,0.15,4,32,0,1
"10457",2578,891,0.5,0.857,0.15,4,33,0,1
"10458",222,1e+05,0.5,0,0.15,4,25,0,3
"10458",1796,1540,0.21,0.36,0.15,4,32,0,1
"10458",1801,700,0.69,1.183,0.15,4,35,0,1
"10458",1802,1360,0.61,1.046,0.15,4,32,0,1
"10458",9642,1080,0.86,1.29,0.15,4,40,0,1
"10459",223,1e+05,0.5,0,0.15,4,25,0,3
"10459",1809,430,0.48,0.96,0.15,4,29,0,1
"10459",1811,720,0.45,0.9,0.15,4,29,0,1
"10459",5117,2060,0.05,0.075,0.15,4,36,0,1
"10459",5123,1110,0.86,1.474,0.15,4,32,0,1
"10460",224,1e+05,0.5,0,0.15,4,25,0,3
"10460",2616,2160,0.5,1,0.15,4,28,0,1
"10460",5089,1360,0.51,0.874,0.15,4,32,0,1
"10460",12960,1440,0.53,1.06,0.15,4,28,0,1
"10461",225,1e+05,0.5,0,0.15,4,25,0,3
"10461",2624,486,0.54,1.296,0.15,4,25,0,1
"10461",5091,1880,0.1,0.171,0.15,4,32,0,1
"10461",12969,891,0.3,0.514,0.15,4,33,0,1
"10462",226,1e+05,0.5,0,0.15,4,25,0,3
"10462",1791,340,0.53,1.272,0.15,4,25,0,1
"10462",5114,810,0.33,0.66,0.15,4,29,0,1
"10462",12973,450,0.44,0.88,0.15,4,29,0,1
"10463",227,1e+05,0.5,0,0.15,4,25,0,3
"10463",1791,2520,0.41,0.703,0.15,4,32,0,1
"10463",1798,1440,0.51,0.874,0.15,4,32,0,1
"10463",5104,2400,0.5,0.857,0.15,4,32,0,1
"10463",5115,2160,0.6,1.029,0.15,4,32,0,1
"10464",228,1e+05,0.5,0,0.15,4,25,0,3
"10464",1797,1440,1,1.5,0.15,4,38,0,1
"10464",1798,1440,0.5,0.857,0.15,4,32,0,1
"10464",5106,2400,0.51,0.874,0.15,4,32,0,1
"10464",5109,1620,0.48,0.823,0.15,4,32,0,1
"10465",229,1e+05,0.5,0,0.15,4,25,0,3
"10465",5111,340,0.51,1.224,0.15,4,25,0,1
"10465",5117,430,0.49,1.176,0.15,4,25,0,1
"10466",230,1e+05,0.5,0,0.15,4,25,0,3
"10466",1852,720,0.26,0.446,0.15,4,35,0,1
"10466",1867,810,0.24,0.411,0.15,4,35,0,1
"10466",2614,2400,0.3,0.514,0.15,4,32,0,1
"10466",12961,1440,1,1.714,0.15,4,34,0,1
"10467",231,1e+05,0.5,0,0.15,4,25,0,3
"10467",1871,430,0.52,0.891,0.15,4,33,0,1
"10467",10473,810,0.5,0.857,0.15,4,35,0,1
"10467",12970,810,1,1.5,0.15,4,40,0,1
"10468",232,1e+05,0.5,0,0.15,4,25,0,3
"10468",1872,2400,0.3,0.45,0.15,4,36,0,1
"10468",5102,430,0.64,1.28,0.15,4,27,0,1
"10468",5104,340,0.38,0.912,0.15,4,25,0,1
"10468",12973,1360,0.57,0.855,0.15,4,36,0,1
"10469",233,1e+05,0.5,0,0.15,4,25,0,3
"10469",1798,1400,0.5,0.75,0.15,4,36,0,1
"10469",1883,2440,0.3,0.45,0.15,4,36,0,1
"10469",5106,340,0.49,1.176,0.15,4,25,0,1
"10470",234,1e+05,0.5,0,0.15,4,25,0,3
"10470",5073,790,0.56,0.96,0.15,4,33,0,1
"10470",5106,340,0.7,1.68,0.15,4,25,0,1
"10470",5109,790,0.63,1.08,0.15,4,33,0,1
"10471",235,1e+05,0.5,0,0.15,4,25,0,3
"10471",1886,1440,0.51,0.765,0.15,4,38,0,1
"10471",2369,1620,0.66,0.99,0.15,4,38,0,1
"10471",2736,350,0.99,2.376,0.15,4,25,0,1
"10472",236,1e+05,0.5,0,0.15,4,25,0,3
"10472",1855,729,0.67,1.149,0.15,4,33,0,1
"10472",1864,405,0.04,0.08,0.15,4,28,0,1
"10472",1865,1580,0.28,0.42,0.15,4,36,0,1
"10472",2615,1134,0.21,0.36,0.15,4,32,0,1
"10473",237,1e+05,0.5,0,0.15,4,25,0,3
"10473",1865,810,0.44,0.754,0.15,4,32,0,1
"10473",2728,810,0.59,0.885,0.15,4,38,0,1
"10473",9641,770,0.5,1.2,0.15,4,25,0,1
"10473",10467,1080,0.5,0.857,0.15,4,35,0,1
"10474",238,1e+05,0.51,0,0.15,4,25,0,3
"10474",1873,900,0.45,0.9,0.15,4,29,0,1
"10474",1874,1540,0.25,0.375,0.15,4,36,0,1
"10474",1876,1080,0.85,1.457,0.15,4,32,0,1
"10475",239,1e+05,0.5,0,0.15,4,25,0,3
"10475",1876,2060,0.31,0.744,0.15,4,24,0,1
"10475",1882,1580,1.08,1.62,0.15,4,38,0,1
"10475",10481,450,0.25,0.5,0.15,4,29,0,1
"10476",240,1e+05,0.5,0,0.15,4,25,0,3
"10476",2368,340,0.4,0.96,0.15,4,25,0,1
"10476",10477,600,0.53,1.272,0.15,4,25,0,1
"10477",241,1e+05,0.5,0,0.15,4,25,0,3
"10477",2737,430,0.57,1.14,0.15,4,29,0,1
"10477",10476,770,0.53,1.272,0.15,4,25,0,1
"10477",10483,340,0.54,1.296,0.15,4,25,0,1
"10478",242,1e+05,0.5,0,0.15,4,25,0,3
"10478",1855,1580,0.47,0.94,0.15,4,28,0,1
"10478",1857,450,0.52,1.04,0.15,4,29,0,1
"10478",1859,324,0.25,0.6,0.15,4,25,0,1
"10478",1863,340,0.63,1.512,0.15,4,25,0,1
"10479",243,1e+05,0.5,0,0.15,4,25,0,3
"10479",1862,1880,0.5,1,0.15,4,28,0,1
"10479",2414,340,0.27,0.648,0.15,4,25,0,1
"10479",10480,1360,0.52,1.04,0.15,4,28,0,1
"10480",244,1e+05,0.51,0,0.15,4,25,0,3
"10480",1878,1620,0.38,0.651,0.15,4,32,0,1
"10480",9638,900,0.92,1.84,0.15,4,27,0,1
"10480",9639,2520,0.64,0.96,0.15,4,38,0,1
"10480",10479,2400,0.52,1.04,0.15,4,28,0,1
"10481",245,1e+05,0.5,0,0.15,4,25,0,3
"10481",1879,1920,0.3,0.6,0.15,4,28,0,1
"10481",2403,360,0.31,0.744,0.15,4,25,0,1
"10481",5038,540,1.23,2.46,0.15,4,29,0,1
"10481",10475,450,0.25,0.5,0.15,4,29,0,1
"10482",246,1e+05,0.5,0,0.15,4,25,0,3
"10482",2367,340,0.25,0.6,0.15,4,25,0,1
"10482",5039,520,1.18,2.36,0.15,4,27,0,1
"10483",247,1e+05,0.5,0,0.15,4,25,0,3
"10483",1888,810,0.5,0.857,0.15,4,35,0,1
"10483",2368,990,0.5,0.857,0.15,4,35,0,1
"10483",10477,600,0.54,1.296,0.15,4,25,0,1
"10484",248,1e+05,0.51,0,0.15,4,25,0,3
"10484",1929,1880,0.5,1,0.15,4,28,0,1
"10484",2687,2440,0.68,1.36,0.15,4,28,0,1
"10484",10488,1580,0.32,0.64,0.15,4,28,0,1
"10485",249,1e+05,0.51,0,0.15,4,25,0,3
"10485",1858,1440,0.6,1.029,0.15,4,32,0,1
"10485",1862,315,0.28,0.672,0.15,4,25,0,1
"10485",1940,630,0.54,1.296,0.15,4,25,0,1
"10485",2414,2520,0.42,0.84,0.15,4,28,0,1
"10486",250,1e+05,1.01,0,0.15,4,25,0,3
"10486",1944,340,0.5,1.2,0.15,4,25,0,1
"10486",1946,720,1.62,2.16,0.15,4,42,0,1
"10486",1948,360,0.33,0.792,0.15,4,25,0,1
"10487",251,1e+05,1.01,0,0.15,4,25,0,3
"10487",1949,810,1.01,1.515,0.15,4,40,0,1
"10487",1955,810,1,1.5,0.15,4,36,0,1
"10487",2365,810,0.79,1.185,0.15,4,40,0,1
"10487",2367,810,1.04,1.56,0.15,4,40,0,1
"10488",252,1e+05,0.51,0,0.15,4,25,0,3
"10488",1932,1400,0.82,1.406,0.15,4,34,0,1
"10488",10484,1580,0.32,0.64,0.15,4,28,0,1
"10488",10489,810,0.69,1.183,0.15,4,33,0,1
"10489",253,1e+05,0.5,0,0.15,4,25,0,3
"10489",1940,900,0.78,1.56,0.15,4,27,0,1
"10489",1942,720,0.69,1.183,0.15,4,33,0,1
"10489",2685,1260,0.81,1.215,0.15,4,36,0,1
"10489",10488,810,0.69,1.183,0.15,4,33,0,1
"10490",254,1e+05,0.5,0,0.15,4,25,0,3
"10490",1927,1440,1,1.5,0.15,4,38,0,1
"10490",1928,810,0.5,0.857,0.15,4,33,0,1
